Genome_ID,Trait
GCA_013619225_1,1
GCA_013619245_1,1
GCA_013619265_1,1
GCA_013619285_1,1
GCA_013619305_1,1
GCA_013619315_1,1
GCA_013619325_1,1
GCA_013619375_1,1
GCA_013619405_1,1
GCA_013619425_1,1
GCA_013619475_1,1
GCA_013619805_1,1
GCA_013619885_1,1
GCA_013619895_1,1
GCA_013619915_1,1
GCA_013619945_1,1
GCA_013619955_1,1
GCA_013619985_1,1
GCA_013619995_1,1
GCA_013620005_1,1
GCA_013620045_1,1
GCA_013620065_1,1
GCA_013620075_1,1
GCA_013620105_1,1
GCA_013620115_1,1
GCA_013620125_1,1
GCA_013620155_1,1
GCA_013620185_1,1
GCA_013620205_1,1
GCA_013620215_1,1
GCA_013620245_1,1
GCA_013620265_1,1
GCA_013620285_1,1
GCA_013620295_1,1
GCA_013620315_1,1
GCA_013620325_1,1
GCA_013620365_1,1
GCA_013620375_1,1
GCA_013620385_1,1
GCA_013620415_1,1
GCA_013620445_1,1
GCA_013620465_1,1
GCA_013620475_1,1
GCA_013620485_1,1
GCA_013620525_1,1
GCA_013620545_1,1
GCA_013620565_1,1
GCA_013620575_1,1
GCA_013620585_1,1
GCA_013620595_1,1
GCA_013620635_1,1
GCA_013625335_1,1
GCA_013625355_1,1
GCA_013625395_1,1
GCA_013625455_1,1
GCA_013625475_1,1
GCA_013625525_1,1
GCA_013625545_1,1
GCA_013625585_1,1
GCA_013625615_1,1
GCA_013625625_1,1
GCA_013625655_1,1
GCA_013625675_1,1
GCA_013625685_1,1
GCA_013625705_1,1
GCA_013625735_1,1
GCA_013912425_1,0
GCA_013912465_1,0
GCA_013912485_1,0
GCA_013912495_1,1
GCA_013912505_1,1
GCA_013912515_1,1
GCA_013912565_1,1
GCA_013912575_1,1
GCA_013912585_1,1
GCA_013912615_1,1
GCA_013912625_1,0
GCA_013912665_1,1
GCA_013912685_1,1
GCA_013912695_1,1
GCA_013912715_1,1
GCA_013912725_1,1
GCA_013912765_1,0
GCA_013912775_1,0
GCA_013912795_1,1
GCA_013912825_1,1
GCA_013912835_1,1
GCA_013912865_1,1
GCA_013912885_1,0
GCA_013912895_1,0
GCA_013912925_1,1
GCA_013912935_1,1
GCA_013912965_1,1
GCA_013912985_1,1
GCA_013912995_1,0
GCA_013913025_1,0
GCA_013913035_1,1
GCA_013913045_1,0
GCA_013913085_1,1
GCA_013913125_1,0
GCA_013913145_1,0
GCA_013913155_1,0
GCA_013913185_1,1
GCA_013913215_1,1
GCA_013913255_1,1
GCA_013913275_1,1
GCA_013913295_1,1
GCA_013913325_1,0
GCA_013913335_1,0
GCA_013913365_1,1
GCA_013913375_1,1
GCA_013913385_1,1
GCA_013913425_1,0
GCA_013913435_1,1
GCA_013913465_1,1
GCA_013913485_1,1
GCA_013913495_1,1
GCA_013913545_1,0
GCA_014040775_1,0
GCA_014040785_1,1
GCA_014040795_1,1
GCA_014040815_1,0
GCA_014040825_1,1
GCA_014040885_1,0
GCA_014109785_1,0
GCA_014217315_1,0
GCA_014235285_1,1
GCA_014235295_1,1
GCA_014235305_1,0
GCA_014235365_1,1
GCA_014235375_1,1
GCA_014467035_1,1
GCA_014672935_1,1
GCA_014672955_1,1
GCA_014673145_1,1
GCA_014673185_1,1
GCA_014673235_1,1
GCA_014673245_1,0
GCA_014775635_1,0
GCA_014854655_1,1
GCA_014892595_1,1
GCA_015265655_1,1
GCA_015265725_1,0
GCA_015317565_1,0
GCA_015317705_1,0
GCA_015666355_1,1
GCA_015680075_1,1
GCA_015680105_1,1
GCA_015680725_1,1
GCA_015697465_1,1
GCA_015697605_1,1
GCA_015697645_1,0
GCA_015697665_1,1
GCA_015732085_1,1
GCA_015732095_1,0
GCA_015732105_1,0
GCA_015732785_1,1
GCA_015732795_1,3
GCA_015732825_1,1
GCA_015732835_1,1
GCA_015732845_1,1
GCA_015732855_1,1
GCA_015732905_1,1
GCA_015732915_1,1
GCA_015732925_1,1
GCA_015732935_1,0
GCA_015732985_1,0
GCA_015732995_1,1
GCA_015733025_1,1
GCA_015733055_1,1
GCA_015733065_1,1
GCA_015733095_1,1
GCA_015733105_1,1
GCA_015733145_1,1
GCA_015733155_1,1
GCA_015733185_1,0
GCA_015733205_1,0
GCA_015733235_1,1
GCA_015733265_1,1
GCA_015733275_1,1
GCA_015733295_1,1
GCA_015733345_1,1
GCA_015733355_1,1
GCA_015733375_1,1
GCA_015733405_1,1
GCA_015733415_1,1
GCA_015733425_1,1
GCA_015733475_1,0
GCA_015733505_1,0
GCA_015733525_1,3
GCA_015733535_1,0
GCA_015733565_1,1
GCA_015733575_1,1
GCA_015733615_1,1
GCA_015733645_1,1
GCA_015733655_1,1
GCA_015733685_1,1
GCA_015733695_1,0
GCA_015733705_1,0
GCA_015733745_1,1
GCA_015733765_1,0
GCA_015733785_1,1
GCA_015733805_1,1
GCA_015733815_1,1
GCA_015733825_1,1
GCA_015733865_1,1
GCA_015733875_1,3
GCA_015733895_1,1
GCA_015733925_1,1
GCA_015733935_1,1
GCA_015733945_1,1
GCA_015733985_1,1
GCA_015734005_1,1
GCA_015734035_1,1
GCA_015734065_1,1
GCA_015734075_1,1
GCA_015734105_1,1
GCA_015734115_1,0
GCA_015734145_1,3
GCA_015734155_1,0
GCA_015734195_1,1
GCA_015734215_1,1
GCA_015734325_1,1
GCA_015734355_1,1
GCA_015734375_1,1
GCA_015734395_1,1
GCA_015734485_1,1
GCA_015734565_1,0
GCA_015734625_1,1
GCA_015734695_1,1
GCA_015734705_1,1
GCA_015734995_1,1
GCA_015735005_1,1
GCA_015735075_1,0
GCA_015735205_1,1
GCA_015735345_1,1
GCA_015735355_1,0
GCA_015735495_1,0
GCA_015735695_1,1
GCA_015735785_1,1
GCA_015735805_1,1
GCA_015735965_1,1
GCA_015735985_1,1
GCA_015735995_1,1
GCA_015736035_1,1
GCA_015736045_1,1
GCA_015736085_1,1
GCA_015736105_1,1
GCA_015736145_1,1
GCA_015736205_1,1
GCA_015736225_1,0
GCA_015736235_1,0
GCA_015736245_1,0
GCA_015736305_1,0
GCA_015736315_1,1
GCA_015736345_1,1
GCA_015736365_1,1
GCA_015736425_1,0
GCA_015736465_1,1
GCA_015736475_1,1
GCA_015736485_1,1
GCA_015736545_1,1
GCA_015736565_1,1
GCA_015736605_1,1
GCA_015736625_1,1
GCA_015736685_1,1
GCA_015736695_1,1
GCA_015736705_1,0
GCA_015736755_1,1
GCA_015736765_1,1
GCA_015736825_1,1
GCA_015736855_1,1
GCA_015736885_1,1
GCA_015736895_1,1
GCA_015736905_1,0
GCA_015736945_1,1
GCA_015737065_1,0
GCA_015737075_1,1
GCA_015737115_1,1
GCA_015737145_1,0
GCA_015737165_1,1
GCA_015737175_1,0
GCA_015737225_1,0
GCA_015737235_1,1
GCA_015737265_1,1
GCA_015737275_1,1
GCA_015737285_1,1
GCA_015737345_1,1
GCA_015737365_1,1
GCA_015737385_1,1
GCA_015737395_1,1
GCA_015737425_1,1
GCA_015737455_1,1
GCA_015737485_1,0
GCA_015737505_1,1
GCA_015737515_1,1
GCA_015737545_1,0
GCA_015737565_1,0
GCA_015737585_1,1
GCA_015737605_1,0
GCA_015737645_1,1
GCA_015737655_1,1
GCA_015737685_1,1
GCA_015737705_1,1
GCA_015737715_1,1
GCA_015737745_1,1
GCA_015737755_1,1
GCA_015737785_1,1
GCA_015737795_1,1
GCA_015737815_1,0
GCA_015737835_1,1
GCA_015737845_1,1
GCA_015737885_1,1
GCA_015737915_1,1
GCA_015737945_1,1
GCA_015737975_1,1
GCA_015737985_1,1
GCA_015738035_1,1
GCA_015738055_1,1
GCA_015738085_1,1
GCA_015738095_1,1
GCA_015738115_1,1
GCA_015738165_1,1
GCA_015738195_1,0
GCA_015738205_1,1
GCA_015738245_1,0
GCA_015738275_1,0
GCA_015738305_1,1
GCA_015738325_1,1
GCA_015738345_1,1
GCA_015738385_1,3
GCA_015738405_1,1
GCA_015738435_1,1
GCA_015738465_1,1
GCA_015738485_1,1
GCA_015738515_1,1
GCA_015738535_1,0
GCA_015738545_1,1
GCA_015738625_1,1
GCA_015738675_1,0
GCA_015738705_1,0
GCA_015738725_1,1
GCA_015738735_1,1
GCA_015738755_1,1
GCA_015738775_1,1
GCA_015738795_1,1
GCA_015738825_1,1
GCA_015738835_1,3
GCA_015738845_1,1
GCA_015738855_1,1
GCA_015738875_1,1
GCA_015738925_1,1
GCA_015738945_1,1
GCA_015738975_1,1
GCA_015739025_1,1
GCA_015739035_1,1
GCA_015739045_1,1
GCA_015739075_1,1
GCA_015739125_1,1
GCA_015739135_1,0
GCA_015739155_1,1
GCA_015739165_1,1
GCA_015739225_1,0
GCA_015739235_1,1
GCA_015739245_1,1
GCA_015739265_1,0
GCA_015739325_1,1
GCA_015739365_1,1
GCA_015762805_1,1
GCA_015762925_1,1
GCA_015762955_1,1
GCA_015763045_1,1
GCA_015763105_1,1
GCA_015763155_1,1
GCA_015763185_1,1
GCA_015763205_1,1
GCA_015763225_1,1
GCA_015763245_1,1
GCA_015763265_1,1
GCA_015763285_1,1
GCA_015763305_1,1
GCA_015763325_1,1
GCA_015763335_1,1
GCA_015763365_1,1
GCA_015763375_1,1
GCA_015763385_1,0
GCA_015763425_1,0
GCA_015763465_1,1
GCA_015763485_1,1
GCA_015763495_1,1
GCA_015763545_1,1
GCA_015763575_1,1
GCA_015763605_1,1
GCA_015763645_1,1
GCA_015763655_1,1
GCA_015763685_1,1
GCA_015763705_1,1
GCA_015763725_1,1
GCA_015763735_1,1
GCA_015763765_1,1
GCA_015763775_1,1
GCA_015763845_1,1
GCA_015764145_1,0
GCA_015764345_1,1
GCA_015764375_1,0
GCA_015764435_1,1
GCA_015764445_1,1
GCA_015764485_1,1
GCA_015764505_1,0
GCA_015764555_1,1
GCA_015764605_1,0
GCA_015764615_1,1
GCA_015764655_1,1
GCA_015764665_1,0
GCA_015764705_1,1
GCA_015764725_1,0
GCA_015764735_1,1
GCA_015764755_1,1
GCA_015764775_1,1
GCA_015764815_1,1
GCA_015764855_1,1
GCA_015764885_1,1
GCA_015764905_1,1
GCA_015764925_1,1
GCA_015764935_1,1
GCA_015764965_1,1
GCA_015764985_1,1
GCA_015764995_1,1
GCA_015765005_1,1
GCA_015765055_1,1
GCA_015765075_1,1
GCA_015765115_1,1
GCA_015765145_1,1
GCA_015765155_1,0
GCA_015765185_1,0
GCA_015765195_1,1
GCA_015765225_1,1
GCA_015765245_1,0
GCA_015765265_1,3
GCA_015765285_1,1
GCA_015765295_1,0
GCA_015765325_1,3
GCA_015765345_1,1
GCA_015765385_1,1
GCA_015765395_1,1
GCA_015765405_1,0
GCA_015765425_1,1
GCA_015765435_1,1
GCA_015765485_1,1
GCA_015765515_1,1
GCA_015765535_1,1
GCA_015765565_1,1
GCA_015765585_1,1
GCA_015765595_1,1
GCA_015765605_1,1
GCA_015765645_1,1
GCA_015765665_1,1
GCA_015765675_1,1
GCA_015765685_1,1
GCA_015765695_1,1
GCA_015765745_1,0
GCA_015765755_1,1
GCA_015765785_1,1
GCA_015765805_1,1
GCA_015765815_1,1
GCA_015765825_1,0
GCA_015765865_1,1
GCA_015765885_1,1
GCA_015765895_1,0
GCA_015765925_1,1
GCA_015765945_1,0
GCA_015765955_1,1
GCA_015765995_1,1
GCA_015766045_1,0
GCA_015766055_1,1
GCA_015766085_1,1
GCA_015766105_1,0
GCA_015766125_1,1
GCA_015766145_1,1
GCA_015766165_1,1
GCA_015766175_1,0
GCA_015766215_1,1
GCA_015766255_1,0
GCA_015766285_1,1
GCA_015766325_1,1
GCA_015766345_1,1
GCA_015766385_1,1
GCA_015766405_1,1
GCA_015766415_1,1
GCA_015766425_1,3
GCA_015766465_1,1
GCA_015766485_1,0
GCA_015766505_1,1
GCA_015766525_1,1
GCA_015766545_1,1
GCA_015766555_1,0
GCA_015766585_1,0
GCA_015766605_1,1
GCA_015766665_1,1
GCA_015766675_1,1
GCA_015766705_1,1
GCA_015766715_1,1
GCA_015766725_1,0
GCA_015766735_1,1
GCA_015766785_1,1
GCA_015766805_1,1
GCA_015766875_1,1
GCA_015766905_1,1
GCA_015766915_1,0
GCA_015766945_1,1
GCA_015766965_1,1
GCA_015767025_1,1
GCA_015767045_1,1
GCA_015767065_1,1
GCA_015767075_1,1
GCA_015767095_1,0
GCA_015767115_1,1
GCA_015767145_1,1
GCA_015767155_1,1
GCA_016009405_1,1
GCA_016009425_1,1
GCA_016009535_1,0
GCA_016009675_1,1
GCA_016009695_1,1
GCA_016009715_1,1
GCA_016009735_1,1
GCA_016009745_1,1
GCA_016009775_1,1
GCA_016009795_1,1
GCA_016009815_1,3
GCA_016009845_1,0
GCA_016009875_1,1
GCA_016009895_1,1
GCA_016009915_1,1
GCA_016009935_1,1
GCA_016009975_1,1
GCA_016009985_1,1
GCA_016009995_1,1
GCA_016010035_1,1
GCA_016010055_1,1
GCA_016010075_1,1
GCA_016010095_1,1
GCA_016010115_1,1
GCA_016010135_1,0
GCA_016010175_1,0
GCA_016010195_1,0
GCA_016010215_1,0
GCA_016010255_1,1
GCA_016010275_1,1
GCA_016010295_1,1
GCA_016010335_1,0
GCA_016010355_1,1
GCA_016010375_1,1
GCA_016010395_1,1
GCA_016010415_1,0
GCA_016010435_1,1
GCA_016010475_1,1
GCA_016010495_1,1
GCA_016010515_1,1
GCA_016010535_1,0
GCA_016010555_1,1
GCA_016010575_1,1
GCA_016010595_1,1
GCA_016010615_1,0
GCA_016010635_1,1
GCA_016010655_1,1
GCA_016010675_1,1
GCA_016010695_1,0
GCA_016010715_1,1
GCA_016010735_1,1
GCA_016010755_1,1
GCA_016010815_1,0
GCA_016010855_1,1
GCA_016010875_1,1
GCA_016010895_1,1
GCA_016010915_1,1
GCA_016010935_1,1
GCA_016010955_1,1
GCA_016010975_1,1
GCA_016010995_1,1
GCA_016011005_1,1
GCA_016011055_1,1
GCA_016011075_1,1
GCA_016011095_1,1
GCA_016011115_1,0
GCA_016011155_1,1
GCA_016011175_1,1
GCA_016011215_1,1
GCA_016011255_1,1
GCA_016011275_1,0
GCA_016011295_1,1
GCA_016011315_1,0
GCA_016011335_1,1
GCA_016011355_1,0
GCA_016011375_1,1
GCA_016011415_1,1
GCA_016011455_1,1
GCA_016011495_1,1
GCA_016011535_1,1
GCA_016011595_1,1
GCA_016011655_1,1
GCA_016011715_1,1
GCA_016011735_1,1
GCA_016011755_1,1
GCA_016011795_1,0
GCA_016011855_1,1
GCA_016011875_1,1
GCA_016011915_1,1
GCA_016011935_1,1
GCA_016011955_1,1
GCA_016011975_1,1
GCA_016012015_1,1
GCA_016012055_1,1
GCA_016012075_1,1
GCA_016012095_1,1
GCA_016012115_1,1
GCA_016012135_1,1
GCA_016012215_1,0
GCA_016012255_1,1
GCA_016012335_1,1
GCA_016012375_1,1
GCA_016012455_1,1
GCA_016012535_1,1
GCA_016012555_1,0
GCA_016012575_1,1
GCA_016012735_1,1
GCA_016012815_1,0
GCA_016012855_1,1
GCA_016012875_1,1
GCA_016054815_1,1
GCA_016055775_1,1
GCA_016055785_1,1
GCA_016055845_1,1
GCA_016056035_1,1
GCA_016056075_1,1
GCA_016064595_1,1
GCA_016089495_1,1
GCA_016089505_1,1
GCA_016090435_1,1
GCA_016090535_1,1
GCA_016090575_1,1
GCA_016090805_1,1
GCA_016090915_1,1
GCA_016090935_1,1
GCA_016090955_1,1
GCA_016090975_1,1
GCA_016090995_1,1
GCA_016091015_1,1
GCA_016091055_1,1
GCA_016091075_1,1
GCA_016091095_1,1
GCA_016091115_1,1
GCA_016091175_1,1
GCA_016091195_1,1
GCA_016091215_1,1
GCA_016091225_1,1
GCA_016091255_1,0
GCA_016091275_1,1
GCA_016091295_1,1
GCA_016091315_1,0
GCA_016091355_1,1
GCA_016091375_1,1
GCA_016091715_1,1
GCA_016091735_1,1
GCA_016091755_1,1
GCA_016092655_1,1
GCA_016092675_1,1
GCA_016092715_1,1
GCA_016092735_1,1
GCA_016092755_1,1
GCA_016092775_1,1
GCA_016092815_1,1
GCA_016092855_1,1
GCA_016092975_1,1
GCA_016093055_1,1
GCA_016093075_1,1
GCA_016093095_1,0
GCA_016093115_1,1
GCA_016093135_1,1
GCA_016093155_1,0
GCA_016105505_1,1
GCA_016105665_1,1
GCA_016105885_1,0
GCA_016337155_1,1
GCA_016337355_1,1
GCA_016337375_1,1
GCA_016337405_1,1
GCA_016337425_1,1
GCA_016337445_1,1
GCA_016337465_1,1
GCA_016337485_1,1
GCA_016337505_1,1
GCA_016337525_1,1
GCA_016337545_1,1
GCA_016337565_1,1
GCA_016337585_1,0
GCA_016337605_1,0
GCA_016337625_1,0
GCA_016337645_1,1
GCA_016337665_1,0
GCA_016337685_1,1
GCA_016337705_1,1
GCA_016337725_1,1
GCA_016337745_1,1
GCA_016337785_1,0
GCA_016337805_1,0
GCA_016337825_1,0
GCA_016337865_1,1
GCA_016337885_1,1
GCA_016337925_1,1
GCA_016337945_1,0
GCA_016337965_1,0
GCA_016337985_1,1
GCA_016338005_1,1
GCA_016338025_1,0
GCA_016338045_1,0
GCA_016338065_1,1
GCA_016338085_1,1
GCA_016338105_1,1
GCA_016338165_1,1
GCA_016338185_1,0
GCA_016338205_1,0
GCA_016338225_1,1
GCA_016338245_1,1
GCA_016338265_1,1
GCA_016338285_1,0
GCA_016338305_1,1
GCA_016338325_1,1
GCA_016338345_1,1
GCA_016338385_1,1
GCA_016338405_1,1
GCA_016338425_1,1
GCA_016338445_1,1
GCA_016338465_1,1
GCA_016338485_1,1
GCA_016338505_1,1
GCA_016338525_1,1
GCA_016338545_1,0
GCA_016338555_1,1
GCA_016338605_1,1
GCA_016338645_1,1
GCA_016338705_1,1
GCA_016338725_1,0
GCA_016338745_1,1
GCA_016338765_1,1
GCA_016338785_1,0
GCA_016338805_1,1
GCA_016338825_1,1
GCA_016338865_1,1
GCA_016338885_1,1
GCA_016338905_1,1
GCA_016338945_1,1
GCA_016338965_1,0
GCA_016338985_1,1
GCA_016339005_1,0
GCA_016339025_1,1
GCA_016339065_1,1
GCA_016339085_1,1
GCA_016339105_1,1
GCA_016339125_1,0
GCA_016339145_1,1
GCA_016339165_1,1
GCA_016339185_1,1
GCA_016339205_1,1
GCA_016339225_1,1
GCA_016339245_1,1
GCA_016339265_1,1
GCA_016339275_1,1
GCA_016339305_1,1
GCA_016339325_1,0
GCA_016339345_1,1
GCA_016339385_1,1
GCA_016339405_1,0
GCA_016339425_1,1
GCA_016339445_1,1
GCA_016339465_1,1
GCA_016339485_1,1
GCA_016339505_1,1
GCA_016339525_1,1
GCA_016339545_1,1
GCA_016339565_1,1
GCA_016339585_1,1
GCA_016339625_1,1
GCA_016339645_1,0
GCA_016339665_1,1
GCA_016339685_1,1
GCA_016339705_1,0
GCA_016339725_1,1
GCA_016339765_1,1
GCA_016339785_1,1
GCA_016339805_1,1
GCA_016339825_1,1
GCA_016339845_1,1
GCA_016339865_1,1
GCA_016339905_1,1
GCA_016339925_1,1
GCA_016339945_1,1
GCA_016339965_1,1
GCA_016339985_1,1
GCA_016340005_1,1
GCA_016340025_1,1
GCA_016340045_1,1
GCA_016340065_1,1
GCA_016340085_1,1
GCA_016340125_1,0
GCA_016340185_1,1
GCA_016340205_1,1
GCA_016340265_1,1
GCA_016340285_1,1
GCA_016340305_1,1
GCA_016340325_1,1
GCA_016340345_1,1
GCA_016340365_1,1
GCA_016340385_1,3
GCA_016340445_1,1
GCA_016340465_1,1
GCA_016340485_1,1
GCA_016340505_1,1
GCA_016340525_1,1
GCA_016340545_1,1
GCA_016340565_1,1
GCA_016340585_1,1
GCA_016340605_1,1
GCA_016340625_1,1
GCA_016340645_1,1
GCA_016340665_1,1
GCA_016340745_1,1
GCA_016340765_1,1
GCA_016340785_1,0
GCA_016340805_1,1
GCA_016340825_1,1
GCA_016340865_1,1
GCA_016340885_1,0
GCA_016340895_1,1
GCA_016340925_1,1
GCA_016340945_1,1
GCA_016340965_1,1
GCA_016340985_1,1
GCA_016341045_1,0
GCA_016341065_1,1
GCA_016341085_1,1
GCA_016341125_1,1
GCA_016341145_1,1
GCA_016341185_1,1
GCA_016341205_1,1
GCA_016341225_1,1
GCA_016341245_1,1
GCA_016341265_1,1
GCA_016341285_1,1
GCA_016341325_1,1
GCA_016341345_1,1
GCA_016341365_1,1
GCA_016341385_1,1
GCA_016341425_1,1
GCA_016341445_1,1
GCA_016341485_1,1
GCA_016341525_1,1
GCA_016341545_1,1
GCA_016341565_1,1
GCA_016341585_1,1
GCA_016341605_1,1
GCA_016341645_1,0
GCA_016341665_1,1
GCA_016341685_1,1
GCA_016341705_1,1
GCA_016341745_1,0
GCA_016341765_1,1
GCA_016341785_1,0
GCA_016341805_1,1
GCA_016341825_1,0
GCA_016341845_1,1
GCA_016341865_1,0
GCA_016341885_1,1
GCA_016341905_1,1
GCA_016341925_1,1
GCA_016341945_1,1
GCA_016341965_1,1
GCA_016341985_1,1
GCA_016342005_1,1
GCA_016342025_1,1
GCA_016342045_1,1
GCA_016342085_1,1
GCA_016342105_1,1
GCA_016342145_1,1
GCA_016342805_1,1
GCA_016342825_1,1
GCA_016342845_1,1
GCA_016342865_1,1
GCA_016342885_1,0
GCA_016342905_1,1
GCA_016342925_1,1
GCA_016342945_1,1
GCA_016342965_1,1
GCA_016342985_1,0
GCA_016343005_1,1
GCA_016343025_1,0
GCA_016343035_1,1
GCA_016343065_1,1
GCA_016343085_1,0
GCA_016343105_1,0
GCA_016343125_1,1
GCA_016343145_1,1
GCA_016343165_1,1
GCA_016343185_1,0
GCA_016343205_1,1
GCA_016343225_1,1
GCA_016343245_1,1
GCA_016343285_1,0
GCA_016343305_1,3
GCA_016343365_1,1
GCA_016343415_1,1
GCA_016343465_1,0
GCA_016343485_1,0
GCA_016343495_1,1
GCA_016343505_1,1
GCA_016343605_1,1
GCA_016343625_1,1
GCA_016343635_1,1
GCA_016343665_1,1
GCA_016343685_1,1
GCA_016343705_1,1
GCA_016343725_1,1
GCA_016343745_1,0
GCA_016343755_1,1
GCA_016343805_1,1
GCA_016343825_1,1
GCA_016343845_1,0
GCA_016343865_1,1
GCA_016343905_1,1
GCA_016343915_1,0
GCA_016343945_1,0
GCA_016343965_1,1
GCA_016343985_1,1
GCA_016344005_1,1
GCA_016344025_1,1
GCA_016344045_1,0
GCA_016344085_1,1
GCA_016344125_1,0
GCA_016461995_1,1
GCA_016595165_1,0
GCA_016617775_1,0
GCA_016622185_1,0
GCA_016622205_1,0
GCA_016622225_1,0
GCA_016622265_1,0
GCA_016622285_1,0
GCA_016622475_1,0
GCA_016622505_1,0
GCA_016681015_1,1
GCA_016681025_1,1
GCA_016743035_1,3
GCA_016745135_1,0
GCA_016745155_1,1
GCA_016745175_1,0
GCA_016745195_1,0
GCA_016762735_1,1
GCA_016765735_1,1
GCA_016811975_1,1
GCA_016820015_1,1
GCA_016820025_1,1
GCA_016820055_1,1
GCA_016820075_1,1
GCA_016820095_1,1
GCA_016820115_1,1
GCA_016820125_1,1
GCA_016836415_1,0
GCA_016836445_1,0
GCA_016836465_1,1
GCA_016836485_1,1
GCA_016836505_1,1
GCA_016836525_1,1
GCA_016836545_1,0
GCA_016836565_1,0
GCA_016836585_1,0
GCA_016836605_1,1
GCA_016836615_1,1
GCA_016836645_1,1
GCA_016836665_1,1
GCA_016836685_1,1
GCA_016905405_1,1
GCA_016921215_1,1
GCA_016921235_1,0
GCA_016921245_1,1
GCA_016921275_1,3
GCA_016921295_1,1
GCA_016921305_1,0
GCA_016921845_1,1
GCA_016923395_2,1
GCA_016924255_2,1
GCA_016924435_2,1
GCA_016924475_2,0
GCA_016924545_2,1
GCA_016925455_1,0
GCA_016925475_1,0
GCA_017152915_1,3
GCA_017153615_1,1
GCA_017153635_1,1
GCA_017153675_1,1
GCA_017153815_1,0
GCA_017168835_1,0
GCA_017168875_1,0
GCA_017169055_1,0
GCA_017169185_1,0
GCA_017169225_1,0
GCA_017169395_1,1
GCA_017288095_1,1
GCA_017292115_1,0
GCA_017312205_1,0
GCA_017582255_1,1
GCA_017582385_1,1
GCA_017582685_1,1
GCA_017582945_1,1
GCA_017592115_1,1
GCA_017592295_1,1
GCA_017599425_1,1
GCA_017599465_1,1
GCA_017599515_1,0
GCA_017653605_1,1
GCA_017653645_1,1
GCA_017653665_1,1
GCA_017653675_1,1
GCA_017653685_1,1
GCA_017653735_1,1
GCA_017693575_1,1
GCA_017693635_1,1
GCA_017693665_1,1
GCA_017693695_1,1
GCA_017693735_1,0
GCA_017693745_1,0
GCA_017693755_1,0
GCA_017694015_1,1
GCA_017741915_1,1
GCA_017741955_1,1
GCA_017741975_1,1
GCA_017741985_1,1
GCA_017742015_1,1
GCA_017742025_1,1
GCA_017742055_1,1
GCA_017742075_1,1
GCA_017742095_1,1
GCA_017742115_1,1
GCA_017742125_1,1
GCA_017742155_1,1
GCA_017742175_1,1
GCA_017742195_1,1
GCA_017838075_1,0
GCA_017838135_1,0
GCA_017900915_1,1
GCA_018067405_1,0
GCA_018107705_1,1
GCA_018138365_1,1
GCA_018141565_1,1
GCA_018141625_1,1
GCA_018141645_1,1
GCA_018271685_1,1
GCA_018271695_1,1
GCA_018274585_1,0
GCA_018274635_1,0
GCA_018279285_1,1
GCA_018363605_1,1
GCA_018423525_1,1
GCA_018423545_1,1
GCA_018423565_1,1
GCA_018423585_1,1
GCA_018423595_1,1
GCA_018439475_1,1
GCA_018440375_1,1
GCA_018440405_1,1
GCA_018441845_1,1
GCA_018447515_1,1
GCA_018448985_1,0
GCA_018457045_1,0
GCA_018457125_1,1
GCA_018476785_1,1
GCA_018551515_1,0
GCA_018551635_1,1
GCA_018598165_2,1
GCA_018598245_2,1
GCA_018598285_3,1
GCA_018724925_1,1
GCA_018724945_1,1
GCA_018724965_1,1
GCA_018736165_1,1
GCA_018920465_1,1
GCA_018920495_1,0
GCA_018920525_1,0
GCA_018920545_1,0
GCA_018920565_1,0
GCA_018920605_1,0
GCA_018920645_1,0
GCA_018920695_1,0
GCA_018920705_1,0
GCA_018920745_1,0
GCA_018920765_1,0
GCA_018966565_1,0
GCA_018966585_1,1
GCA_018966645_1,1
GCA_018966685_1,0
GCA_018966695_1,0
GCA_018966705_1,1
GCA_019022575_1,1
GCA_019022585_1,1
GCA_019022735_1,1
GCA_019084125_3,0
GCA_019165005_1,0
GCA_019165015_1,1
GCA_019165025_1,1
GCA_019165065_1,1
GCA_019165095_1,1
GCA_019165125_1,0
GCA_019165145_1,0
GCA_019165155_1,0
GCA_019165185_1,1
GCA_019165205_1,1
GCA_019165225_1,0
GCA_019165235_1,1
GCA_019165265_1,1
GCA_019165285_1,1
GCA_019165305_1,1
GCA_019165325_1,1
GCA_019165345_1,1
GCA_019165385_1,1
GCA_019165405_1,1
GCA_019165425_1,1
GCA_019165525_1,1
GCA_019165985_1,1
GCA_019166005_1,1
GCA_019166025_1,1
GCA_019166165_1,1
GCA_019166225_1,1
GCA_019166235_1,1
GCA_019166245_1,1
GCA_019166265_1,1
GCA_019166275_1,1
GCA_019166325_1,1
GCA_019166345_1,1
GCA_019166355_1,1
GCA_019166365_1,0
GCA_019166405_1,1
GCA_019166425_1,0
GCA_019166445_1,1
GCA_019166465_1,1
GCA_019166485_1,1
GCA_019166495_1,0
GCA_019166525_1,1
GCA_019166545_1,1
GCA_019166565_1,1
GCA_019166575_1,1
GCA_019166605_1,0
GCA_019166615_1,1
GCA_019166645_1,1
GCA_019166665_1,1
GCA_019166675_1,1
GCA_019166705_1,0
GCA_019166725_1,1
GCA_019166745_1,1
GCA_019166765_1,1
GCA_019166785_1,1
GCA_019166795_1,1
GCA_019166825_1,0
GCA_019166865_1,1
GCA_019166885_1,1
GCA_019166905_1,1
GCA_019166915_1,1
GCA_019166935_1,0
